NSpins   Cycles      Temperature  EMabs   C_v  chi
40,100000,2.00000,-1.74539,0.910507,1.52852,0.696837
40,100000,2.01000,-1.73827,0.907445,1.59810,0.758740
40,100000,2.02000,-1.72981,0.903099,1.64057,0.830131
40,100000,2.03000,-1.72277,0.900279,1.68597,0.765822
40,100000,2.04000,-1.71380,0.895389,1.73733,1.01247
40,100000,2.05000,-1.70654,0.892317,1.77078,0.920651
40,100000,2.06000,-1.69766,0.885589,1.90178,1.94301
40,100000,2.07000,-1.68813,0.881791,1.93123,1.31706
40,100000,2.08000,-1.67940,0.876514,2.02494,1.89146
40,100000,2.09000,-1.67097,0.872348,2.04510,1.53680
40,100000,2.10000,-1.66112,0.866489,2.12636,1.80881
40,100000,2.11000,-1.65131,0.861856,2.13065,1.23272
40,100000,2.12000,-1.64151,0.852919,2.37341,3.51875
40,100000,2.13000,-1.62984,0.847100,2.42504,2.34945
40,100000,2.14000,-1.61855,0.837227,2.56286,3.47869
40,100000,2.15000,-1.60740,0.831544,2.60075,2.70890
40,100000,2.16000,-1.59800,0.827192,2.57194,2.43568
40,100000,2.17000,-1.58630,0.818344,2.75628,3.31745
40,100000,2.18000,-1.57395,0.809284,2.79496,2.95639
40,100000,2.19000,-1.55969,0.793767,3.06610,4.88031
40,100000,2.20000,-1.54416,0.777834,3.30502,7.31601
40,100000,2.21000,-1.52827,0.762793,3.48280,7.41290
40,100000,2.22000,-1.51583,0.751448,3.66915,8.18363
40,100000,2.23000,-1.50020,0.734775,3.73751,9.88146
40,100000,2.24000,-1.47727,0.697010,4.26604,15.3692
40,100000,2.25000,-1.46765,0.701047,3.94019,10.4286
40,100000,2.26000,-1.44940,0.671356,4.24337,15.9024
40,100000,2.27000,-1.42824,0.637905,4.42390,19.9773
40,100000,2.28000,-1.41025,0.606845,4.49387,22.5141
40,100000,2.29000,-1.38960,0.574771,4.51498,24.1114
40,100000,2.30000,-1.36036,0.500490,4.51315,31.0730
40,100000,2.31000,-1.34740,0.488798,4.53122,30.5606
