Cycles  E  E2  M2  Mabs  accepted conf  sigmaE
1,-756.000,571536.,148996.,386.000,13,0.00000
2,-700.000,493136.,137866.,371.000,54,7.84000
3,-690.667,479285.,136076.,368.667,92,5.66222
4,-683.000,468364.,134818.,367.000,133,4.68750
5,-676.000,458672.,131798.,362.800,191,4.24000
6,-670.667,451349.,130482.,361.000,236,3.88889
7,-656.000,432960.,125927.,354.286,303,6.56000
8,-642.000,415832.,120844.,346.500,380,9.17000
9,-636.889,409097.,118653.,343.333,457,8.67358
10,-632.800,403709.,117546.,341.800,530,8.18240
11,-629.455,399300.,116169.,339.818,598,7.71835
12,-626.000,394837.,115022.,338.167,648,7.40333
13,-623.692,391790.,113953.,336.615,717,6.99361
14,-624.286,392335.,114070.,336.857,784,6.50551
15,-624.800,392807.,113039.,335.333,841,6.08107
16,-624.750,392593.,111524.,333.000,895,5.70109
17,-623.529,390959.,109576.,329.882,976,5.42533
18,-623.333,390595.,108290.,327.889,1055,5.12556
19,-621.474,388234.,106658.,325.263,1115,5.01141
20,-619.800,386110.,105134.,322.800,1182,4.89390
21,-618.667,384638.,104188.,321.333,1252,4.72508
22,-615.273,380607.,103708.,320.636,1335,5.11504
23,-612.870,377693.,103934.,321.043,1407,5.21028
24,-610.667,375023.,103977.,321.167,1474,5.27222
25,-609.120,373109.,103966.,321.200,1559,5.20486
26,-607.846,371519.,103856.,321.077,1649,5.10609
27,-605.630,368882.,103255.,320.148,1732,5.23632
28,-602.571,365365.,102248.,318.500,1819,5.68061
29,-600.414,362821.,101465.,317.241,1915,5.81061
30,-597.600,359602.,100847.,316.267,1996,6.19093
31,-596.000,357689.,100694.,316.065,2091,6.18323
32,-595.750,357316.,100708.,316.125,2163,5.99484
33,-596.606,358288.,101200.,316.909,2237,5.87181
34,-597.176,358910.,101624.,317.588,2294,5.72595
35,-597.829,359638.,101832.,317.943,2351,5.59850
36,-599.889,362192.,102484.,318.944,2407,5.81441
37,-601.946,364754.,103101.,319.892,2457,6.03810
38,-603.789,367039.,103686.,320.789,2505,6.19357
39,-604.821,368262.,104204.,321.590,2550,6.13575
40,-605.100,368542.,104592.,322.200,2619,5.98997
41,-604.683,367986.,104697.,322.390,2691,5.86127
42,-604.190,367345.,104673.,322.381,2757,5.74658
43,-603.256,366199.,104388.,321.953,2820,5.70466
44,-601.909,364603.,103927.,321.227,2917,5.76998
45,-601.067,363569.,103644.,320.800,2993,5.71982
46,-600.696,363080.,103453.,320.522,3058,5.61096
47,-601.532,364069.,103377.,320.426,3110,5.57201
48,-601.333,363786.,103251.,320.250,3186,5.46056
49,-601.878,364410.,103105.,320.041,3255,5.38466
50,-601.760,364227.,102843.,319.640,3312,5.27866
51,-600.078,362306.,102152.,318.471,3384,5.52861
52,-597.538,359550.,101409.,317.192,3488,6.24485
53,-595.170,356970.,100637.,315.849,3591,6.85639
54,-593.111,354697.,99912.4,314.593,3696,7.29099
55,-591.709,353089.,99441.0,313.818,3802,7.42379
56,-590.500,351687.,99025.6,313.143,3912,7.49223
57,-588.772,349764.,98474.2,312.211,4006,7.77886
58,-587.517,348324.,97996.3,311.414,4109,7.86907
59,-585.627,346261.,97534.6,310.644,4227,8.25372
60,-584.800,345278.,97160.3,310.033,4325,8.21707
61,-583.279,343586.,96575.8,309.016,4434,8.42952
62,-582.129,342272.,95994.2,308.000,4531,8.49512
63,-580.952,340936.,95354.5,306.857,4644,8.57488
64,-580.438,340301.,94904.7,306.094,4743,8.48265
65,-579.323,339036.,94360.6,305.138,4824,8.55085
66,-577.758,337332.,93893.0,304.333,4938,8.81955
67,-576.716,336149.,93337.1,303.343,5033,8.86678
68,-575.647,334941.,92783.5,302.353,5128,8.92792
69,-574.783,333945.,92246.0,301.391,5218,8.92557
70,-573.429,332466.,91792.7,300.600,5321,9.11433
71,-573.183,332137.,91668.1,300.423,5408,8.99650
72,-573.111,332005.,91531.0,300.222,5481,8.87247
73,-573.753,332723.,91697.5,300.521,5569,8.82519
74,-574.162,333157.,91859.5,300.811,5623,8.73642
75,-574.613,333644.,92034.3,301.120,5692,8.65759
76,-574.632,333619.,92104.2,301.263,5744,8.54374
77,-573.818,332691.,91883.1,300.909,5821,8.55849
78,-573.538,332332.,91724.6,300.667,5939,8.46383
79,-572.759,331443.,91472.7,300.253,6038,8.47501
80,-571.600,330180.,91161.4,299.725,6131,8.63460
81,-570.765,329240.,90896.3,299.284,6236,8.66730
82,-569.707,328082.,90587.1,298.756,6340,8.78832
83,-568.096,326419.,90078.8,297.807,6464,9.21443
84,-566.476,324755.,89492.2,296.667,6591,9.64943
85,-565.129,323338.,88958.2,295.647,6711,9.91681
86,-564.512,322626.,88571.4,294.953,6814,9.88260
87,-563.770,321792.,88119.8,294.115,6907,9.88722
88,-563.136,321067.,87730.1,293.409,7010,9.86223
89,-562.472,320314.,87133.1,292.202,7105,9.84854
90,-561.289,319065.,86549.3,291.022,7221,10.0505
91,-560.396,318091.,85858.9,289.516,7349,10.1196
92,-559.609,317222.,85270.0,288.304,7467,10.1505
93,-558.968,316499.,84809.4,287.419,7573,10.1358
94,-558.213,315666.,84509.8,286.894,7683,10.1605
95,-557.684,315059.,84257.2,286.463,7793,10.1192
96,-557.500,314815.,84127.7,286.271,7886,10.0219
97,-557.443,314711.,84000.9,286.082,7974,9.91933
98,-557.265,314475.,83955.2,286.041,8075,9.82579
99,-557.212,314376.,83887.8,285.960,8145,9.72724
100,-557.280,314413.,83878.4,285.980,8226,9.63110
101,-557.149,314230.,83846.5,285.960,8312,9.54007
102,-557.176,314224.,83954.5,286.176,8398,9.44674
103,-557.010,314005.,83955.9,286.214,8469,9.36211
104,-557.077,314044.,83991.1,286.308,8560,9.27325
105,-557.067,313997.,84036.9,286.419,8613,9.18497
106,-557.660,314661.,84284.0,286.849,8682,9.19084
107,-558.206,315267.,84576.6,287.346,8734,9.18373
108,-558.481,315549.,84789.7,287.722,8800,9.11905
109,-558.385,315409.,84939.5,288.000,8881,9.03789
110,-558.909,315992.,85181.5,288.418,8947,9.03048
111,-559.640,316835.,85407.1,288.811,9014,9.09589
112,-560.286,317572.,85480.6,288.964,9083,9.13051
113,-560.283,317537.,85541.9,289.097,9166,9.04971
114,-560.456,317703.,85591.6,289.211,9237,8.97878
115,-560.174,317364.,85444.2,288.974,9321,8.92340
116,-560.276,317449.,85432.7,288.983,9419,8.84946
117,-560.137,317265.,85363.0,288.889,9501,8.77944
118,-559.932,317011.,85323.1,288.847,9572,8.71728
119,-560.101,317174.,85434.7,289.059,9647,8.65241
120,-560.200,317257.,85513.2,289.217,9720,8.58323
121,-560.364,317416.,85621.4,289.421,9785,8.52033
122,-560.262,317275.,85628.0,289.459,9857,8.45360
123,-560.358,317356.,85673.4,289.561,9955,8.38765
124,-559.710,316655.,85494.6,289.258,10024,8.44914
125,-559.232,316121.,85351.4,289.024,10126,8.45229
126,-558.762,315597.,85116.1,288.603,10238,8.45426
127,-558.709,315511.,84953.9,288.331,10339,8.38859
128,-558.406,315158.,84818.3,288.109,10430,8.35209
129,-557.674,314384.,84607.3,287.736,10526,8.45873
130,-557.108,313768.,84422.0,287.415,10633,8.49724
