Cycles  E  E2  M2  Mabs  accepted conf  sigmaE
1,-800.000,640000.,160000.,400.000,0,0.00000
2,-800.000,640000.,160000.,400.000,0,0.00000
3,-800.000,640000.,160000.,400.000,0,0.00000
4,-800.000,640000.,160000.,400.000,0,0.00000
5,-800.000,640000.,160000.,400.000,0,0.00000
6,-800.000,640000.,160000.,400.000,0,0.00000
7,-800.000,640000.,160000.,400.000,0,0.00000
8,-800.000,640000.,160000.,400.000,0,0.00000
9,-799.111,638585.,159823.,399.778,1,0.0158025
10,-799.200,638726.,159840.,399.800,2,0.0144000
11,-799.273,638842.,159855.,399.818,2,0.0132231
12,-799.333,638939.,159867.,399.833,2,0.0122222
13,-799.385,639020.,159877.,399.846,2,0.0113609
14,-799.429,639090.,159886.,399.857,2,0.0106122
15,-799.467,639151.,159894.,399.867,2,0.00995556
16,-799.500,639204.,159900.,399.875,2,0.00937500
17,-799.059,638502.,159812.,399.765,5,0.0166090
18,-799.111,638585.,159823.,399.778,6,0.0158025
19,-799.158,638659.,159832.,399.789,6,0.0150693
20,-799.200,638726.,159840.,399.800,6,0.0144000
21,-799.238,638787.,159848.,399.810,6,0.0137868
22,-798.909,638263.,159782.,399.727,7,0.0188430
23,-798.957,638339.,159792.,399.739,10,0.0181474
24,-799.000,638408.,159800.,399.750,10,0.0175000
25,-799.040,638472.,159808.,399.760,10,0.0168960
26,-799.077,638530.,159816.,399.769,12,0.0163314
27,-799.111,638585.,159823.,399.778,12,0.0158025
28,-799.143,638635.,159829.,399.786,12,0.0153061
29,-799.172,638682.,159835.,399.793,12,0.0148395
30,-799.200,638726.,159840.,399.800,12,0.0144000
31,-799.226,638767.,159846.,399.806,12,0.0139854
32,-799.000,638408.,159800.,399.750,13,0.0175000
33,-799.030,638456.,159807.,399.758,14,0.0170432
34,-799.059,638502.,159812.,399.765,14,0.0166090
35,-799.086,638544.,159818.,399.771,14,0.0161959
36,-799.111,638585.,159823.,399.778,14,0.0158025
37,-799.135,638623.,159827.,399.784,14,0.0154273
38,-799.158,638659.,159832.,399.789,14,0.0150693
39,-799.179,638694.,159836.,399.795,14,0.0147272
40,-798.900,638250.,159761.,399.700,18,0.0219750
41,-798.732,637982.,159728.,399.659,19,0.0242713
42,-798.762,638030.,159734.,399.667,20,0.0237868
43,-798.791,638076.,159740.,399.674,20,0.0233207
44,-798.818,638120.,159746.,399.682,20,0.0228719
45,-798.844,638161.,159752.,399.689,20,0.0224395
46,-798.870,638201.,159757.,399.696,20,0.0220227
47,-798.894,638240.,159762.,399.702,20,0.0216206
48,-798.917,638276.,159767.,399.708,20,0.0212326
49,-798.939,638312.,159772.,399.714,20,0.0208580
50,-798.960,638345.,159777.,399.720,20,0.0204960
51,-798.824,638128.,159750.,399.686,21,0.0224221
52,-798.846,638164.,159755.,399.692,22,0.0220562
53,-798.868,638199.,159759.,399.698,22,0.0217017
54,-798.889,638232.,159764.,399.704,22,0.0213580
55,-798.909,638264.,159768.,399.709,22,0.0210248
56,-798.929,638295.,159772.,399.714,22,0.0207015
57,-798.947,638325.,159776.,399.719,22,0.0203878
58,-798.966,638354.,159780.,399.724,22,0.0200832
59,-798.983,638382.,159784.,399.729,22,0.0197874
60,-799.000,638409.,159787.,399.733,22,0.0195000
61,-798.885,638226.,159765.,399.705,23,0.0211556
62,-798.774,638049.,159743.,399.677,23,0.0226951
63,-798.794,638080.,159747.,399.683,24,0.0223936
64,-798.812,638110.,159751.,399.688,24,0.0220996
65,-798.831,638139.,159755.,399.692,24,0.0218130
66,-798.848,638168.,159758.,399.697,24,0.0215335
67,-798.866,638195.,159762.,399.701,24,0.0212609
68,-798.882,638221.,159765.,399.706,24,0.0209948
