NSpins   Cycles      Temperature  EMabs   C_v  chi
100,100000,2.00000,-1.74457,0.906793,2.23311,8.75620
100,100000,2.02000,-1.72893,0.895600,2.52172,23.9295
100,100000,2.04000,-1.71129,0.872750,3.42518,71.9636
100,100000,2.06000,-1.69626,0.878031,2.68269,24.5026
100,100000,2.08000,-1.67874,0.867611,2.73778,22.4245
100,100000,2.10000,-1.66099,0.863634,2.78955,12.8043
100,100000,2.12000,-1.63873,0.838553,3.71501,50.3219
100,100000,2.14000,-1.61826,0.826298,3.64944,41.2196
100,100000,2.16000,-1.59558,0.814024,3.79922,34.4993
100,100000,2.18000,-1.57241,0.801941,3.55629,19.4887
100,100000,2.20000,-1.54353,0.771167,3.89772,24.2956
100,100000,2.22000,-1.51666,0.750964,4.13300,22.7893
100,100000,2.24000,-1.48164,0.692496,4.93820,63.0809
100,100000,2.26000,-1.43852,0.605481,5.82114,83.5795
100,100000,2.28000,-1.39798,0.527147,5.70699,102.520
