Cycles  E  E2  M2  Mabs  accepted conf 
1,-712.000,506944.,139876.,374.000,31
2,-710.000,504104.,140626.,375.000,68
3,-694.667,483035.,136472.,369.333,117
4,-690.000,476520.,135115.,367.500,157
5,-694.400,482605.,135472.,368.000,179
6,-689.333,475653.,133310.,365.000,231
7,-682.286,466217.,130975.,361.714,289
8,-675.500,457238.,128381.,358.000,342
9,-667.111,446434.,125352.,353.556,401
10,-660.800,438272.,123576.,351.000,462
11,-656.364,432479.,121651.,348.182,542
12,-647.667,421831.,119418.,344.833,618
13,-641.538,414199.,117914.,342.615,684
14,-641.143,413506.,117555.,342.143,746
15,-641.067,413246.,117334.,341.867,809
16,-639.000,410522.,116973.,341.375,865
17,-638.118,409278.,116576.,340.824,920
18,-636.444,407077.,116297.,340.444,991
19,-638.316,409420.,116847.,341.263,1040
20,-637.600,408418.,116853.,341.300,1109
21,-637.524,408231.,116923.,341.429,1172
22,-635.091,405177.,116321.,340.545,1243
23,-634.609,404490.,116056.,340.174,1328
24,-631.000,400149.,115122.,338.750,1403
25,-628.160,396687.,114361.,337.600,1491
26,-626.923,395092.,113901.,336.923,1576
27,-625.481,393265.,113475.,336.296,1656
28,-623.000,390260.,112811.,335.286,1740
29,-620.690,387463.,111624.,333.379,1834
30,-620.267,386869.,111622.,333.400,1909
31,-620.129,386630.,111449.,333.161,1969
32,-621.125,387832.,111579.,333.375,2032
33,-621.455,388184.,111578.,333.394,2097
34,-620.471,386936.,111160.,332.765,2178
35,-620.114,386442.,110909.,332.400,2252
36,-619.889,386112.,110709.,332.111,2319
37,-618.486,384396.,110214.,331.351,2388
38,-618.316,384136.,110076.,331.158,2454
39,-616.000,381435.,109293.,329.897,2541
40,-614.000,379082.,108521.,328.650,2622
41,-613.463,378384.,108158.,328.098,2709
42,-612.190,376841.,107640.,327.286,2787
43,-611.442,375901.,107401.,326.930,2858
44,-611.364,375759.,107557.,327.182,2921
45,-611.467,375841.,107766.,327.511,2983
46,-611.565,375920.,107906.,327.739,3047
47,-611.404,375683.,107984.,327.872,3105
48,-611.000,375158.,107762.,327.542,3178
49,-609.714,373630.,107029.,326.327,3256
50,-608.160,371818.,106434.,325.360,3347
51,-607.608,371124.,105929.,324.549,3432
52,-607.769,371284.,105509.,323.885,3507
53,-606.566,369862.,104873.,322.830,3588
54,-605.185,368254.,103945.,321.185,3673
55,-604.000,366861.,103138.,319.782,3754
56,-602.357,364991.,102325.,318.357,3856
57,-600.211,362629.,101507.,316.912,3958
58,-598.828,361039.,100637.,315.345,4049
59,-598.102,360159.,99940.4,314.136,4124
60,-597.000,358874.,99171.8,312.767,4206
61,-595.803,357492.,98398.2,311.377,4302
62,-593.613,355139.,97430.8,309.516,4396
63,-591.492,352860.,96519.2,307.778,4524
64,-589.750,350947.,95636.1,306.094,4652
65,-588.308,349333.,94805.0,304.523,4754
66,-586.182,347081.,93974.6,302.939,4866
67,-584.299,345059.,93077.3,301.164,4990
68,-582.059,342729.,92206.4,299.441,5098
69,-579.884,340466.,91438.3,297.971,5249
70,-578.686,339117.,90798.5,296.800,5378
71,-578.704,339079.,90531.3,296.394,5482
72,-578.500,338787.,90347.3,296.139,5571
73,-578.082,338260.,90277.6,296.082,5664
74,-577.189,337232.,90042.8,295.730,5753
75,-576.213,336122.,89757.5,295.280,5853
76,-575.105,334884.,89425.4,294.737,5963
77,-574.234,333887.,89210.8,294.416,6079
78,-573.744,333289.,89101.1,294.282,6182
79,-572.810,332235.,88868.9,293.924,6283
80,-572.200,331514.,88710.2,293.700,6380
81,-571.802,331022.,88596.8,293.556,6469
82,-571.366,330488.,88458.8,293.366,6565
83,-571.325,330394.,88232.8,293.012,6656
84,-570.952,329932.,88211.4,293.024,6727
85,-570.494,329380.,88082.8,292.847,6805
86,-570.000,328792.,88063.7,292.860,6883
87,-569.931,328669.,88113.7,292.989,6974
88,-570.136,328863.,88176.5,293.136,7065
89,-570.202,328895.,88210.5,293.236,7151
90,-569.644,328246.,88114.0,293.111,7235
91,-568.747,327255.,87888.5,292.747,7336
92,-567.435,325880.,87468.9,291.978,7459
93,-566.925,325283.,87127.3,291.376,7576
94,-566.426,324699.,86753.4,290.702,7664
95,-566.400,324630.,86562.8,290.400,7749
96,-565.958,324108.,86261.1,289.875,7854
97,-565.072,323142.,85800.8,288.990,7974
98,-564.327,322315.,85474.5,288.408,8080
99,-563.475,321387.,85082.4,287.677,8190
100,-562.560,320401.,84681.0,286.920,8314
101,-561.426,319216.,84142.4,285.802,8413
102,-560.902,318616.,83749.8,285.059,8533
103,-560.078,317722.,83543.5,284.718,8641
104,-559.308,316883.,83341.2,284.385,8741
105,-558.895,316401.,83114.4,284.000,8838
106,-558.528,315967.,82920.0,283.679,8931
107,-558.093,315464.,82597.3,283.084,9036
108,-557.778,315085.,82402.0,282.759,9132
109,-557.651,314909.,82266.2,282.550,9224
110,-557.818,315063.,82077.5,282.236,9310
111,-557.586,314774.,81743.0,281.604,9410
112,-557.071,314196.,81406.9,280.964,9503
113,-556.673,313735.,81107.0,280.407,9599
114,-556.211,313211.,80851.5,279.947,9692
115,-555.965,312912.,80657.7,279.617,9785
116,-555.241,312135.,80379.7,279.103,9888
117,-554.462,311307.,79917.0,278.103,10001
118,-553.661,310462.,79490.4,277.203,10118
119,-553.008,309757.,79065.3,276.303,10233
120,-551.967,308703.,78694.7,275.550,10349
121,-551.140,307840.,78504.6,275.223,10468
122,-550.852,307499.,78432.4,275.131,10572
123,-550.309,306903.,78352.8,275.024,10681
124,-550.613,307217.,78380.6,275.113,10759
125,-550.528,307092.,78345.4,275.088,10834
126,-550.444,306969.,78372.8,275.175,10921
127,-550.961,307540.,78532.1,275.480,10991
128,-551.375,307987.,78708.6,275.812,11061
129,-551.659,308280.,78833.8,276.062,11126
130,-551.538,308118.,78821.9,276.077,11207
131,-551.725,308299.,78776.7,276.031,11295
132,-551.970,308547.,78808.2,276.121,11384
133,-552.000,308551.,78724.0,276.000,11474
134,-551.910,308425.,78705.0,276.000,11574
135,-551.615,308082.,78607.4,275.852,11666
136,-551.206,307626.,78526.5,275.735,11764
137,-551.445,307870.,78610.2,275.912,11854
138,-551.710,308144.,78737.0,276.159,11921
139,-551.770,308183.,78767.2,276.245,12006
140,-551.457,307825.,78725.3,276.200,12077
141,-551.206,307531.,78699.4,276.184,12161
142,-551.408,307734.,78813.3,276.408,12252
143,-551.357,307651.,78858.4,276.517,12340
144,-551.778,308116.,79013.0,276.806,12419
145,-552.276,308676.,79130.8,277.034,12471
146,-552.548,308963.,79255.6,277.274,12534
147,-552.707,309118.,79421.8,277.578,12619
148,-552.784,309178.,79594.4,277.892,12688
149,-553.611,310170.,79930.0,278.443,12764
150,-554.427,311149.,80261.2,278.987,12808
151,-555.020,311835.,80531.7,279.444,12866
152,-555.395,312248.,80718.3,279.776,12929
153,-555.686,312560.,80928.6,280.144,13002
154,-556.052,312962.,81153.7,280.532,13074
155,-556.077,312966.,81274.4,280.761,13142
156,-556.513,313456.,81477.1,281.115,13200
157,-556.561,313486.,81610.4,281.363,13268
158,-556.911,313872.,81766.5,281.646,13351
159,-556.931,313870.,81864.5,281.836,13420
160,-556.975,313897.,82017.0,282.113,13491
161,-556.919,313812.,82104.5,282.286,13559
162,-556.889,313756.,82175.7,282.432,13645
163,-556.785,313620.,82209.1,282.515,13716
164,-556.707,313512.,82242.0,282.598,13812
165,-556.655,313432.,82267.4,282.667,13889
166,-556.627,313380.,82314.0,282.771,13970
167,-556.263,312976.,82264.1,282.707,14068
168,-556.143,312824.,82282.0,282.762,14168
169,-556.047,312698.,82299.6,282.817,14256
170,-555.953,312574.,82231.7,282.718,14365
171,-555.883,312477.,82146.2,282.585,14456
172,-555.651,312208.,82080.0,282.488,14541
173,-555.376,311895.,81978.4,282.324,14629
174,-555.402,311905.,81889.8,282.184,14721
175,-555.269,311740.,81784.8,282.011,14808
176,-555.273,311725.,81716.1,281.909,14906
177,-555.277,311710.,81672.4,281.853,14980
178,-555.281,311696.,81686.0,281.899,15077
179,-554.972,311351.,81637.0,281.832,15167
180,-554.756,311101.,81600.5,281.789,15275
181,-554.895,311240.,81660.3,281.912,15348
182,-555.099,311456.,81680.1,281.967,15420
183,-554.754,311077.,81603.1,281.847,15494
184,-554.261,310556.,81462.3,281.598,15606
185,-553.686,309962.,81381.8,281.470,15723
186,-553.505,309750.,81347.9,281.430,15831
187,-553.412,309630.,81356.4,281.465,15932
188,-553.149,309334.,81300.0,281.383,16033
189,-552.910,309063.,81190.1,281.196,16135
190,-552.695,308816.,81118.5,281.084,16236
191,-552.754,308864.,81134.2,281.131,16343
192,-553.021,309156.,81205.7,281.271,16418
193,-553.119,309249.,81257.5,281.378,16511
194,-553.031,309136.,81208.8,281.309,16598
195,-552.759,308833.,81149.8,281.221,16694
196,-552.551,308594.,81086.0,281.122,16805
197,-552.325,308338.,81012.3,281.005,16907
198,-552.081,308064.,80949.8,280.909,17017
199,-551.719,307673.,80822.9,280.683,17144
200,-551.240,307175.,80683.3,280.430,17251
201,-551.045,306951.,80583.0,280.259,17375
202,-551.050,306939.,80478.8,280.079,17458
203,-550.936,306801.,80385.3,279.921,17552
204,-551.137,307015.,80322.6,279.824,17626
205,-551.122,306982.,80211.8,279.629,17696
206,-550.990,306825.,80040.6,279.301,17782
207,-550.705,306512.,79900.7,279.043,17895
208,-550.692,306482.,79757.8,278.779,17982
209,-550.756,306538.,79642.6,278.574,18062
210,-551.067,306885.,79546.9,278.410,18134
211,-551.166,306981.,79425.0,278.190,18212
212,-551.113,306908.,79322.0,278.009,18304
213,-550.854,306623.,79206.7,277.803,18409
214,-550.617,306358.,79119.3,277.654,18511
215,-550.530,306249.,79056.2,277.553,18624
216,-550.519,306222.,79008.0,277.481,18721
217,-550.396,306076.,78960.2,277.410,18809
218,-550.349,306010.,78898.6,277.312,18900
219,-550.374,306024.,78871.2,277.279,19001
220,-550.036,305663.,78765.9,277.091,19102
221,-549.955,305560.,78674.5,276.932,19209
222,-549.730,305310.,78554.3,276.712,19308
223,-549.668,305229.,78396.0,276.404,19408
224,-549.446,304983.,78210.6,276.027,19506
225,-549.102,304617.,78026.8,275.653,19618
226,-548.761,304255.,77797.7,275.150,19727
227,-548.458,303930.,77604.1,274.749,19838
228,-548.193,303641.,77412.2,274.351,19938
229,-547.651,303101.,77188.8,273.860,20057
230,-547.391,302818.,76981.8,273.417,20168
231,-547.030,302439.,76782.7,272.996,20270
232,-546.741,302129.,76597.6,272.612,20368
233,-546.455,301821.,76541.4,272.524,20478
234,-546.342,301687.,76544.6,272.547,20591
235,-546.060,301383.,76520.0,272.519,20691
236,-545.797,301099.,76473.4,272.449,20804
237,-545.502,300784.,76449.3,272.422,20919
238,-545.429,300692.,76476.6,272.487,21038
239,-545.272,300514.,76489.4,272.527,21127
240,-545.050,300270.,76456.7,272.483,21233
241,-544.780,299980.,76419.9,272.432,21346
242,-544.760,299946.,76471.1,272.537,21457
243,-545.053,300273.,76604.5,272.774,21533
244,-545.164,300383.,76689.5,272.934,21606
245,-545.388,300626.,76831.9,273.184,21673
246,-545.740,301028.,76983.9,273.447,21741
247,-545.879,301171.,77081.7,273.628,21823
248,-545.839,301115.,77114.7,273.702,21908
249,-545.880,301147.,77166.4,273.807,22014
250,-545.952,301215.,77227.4,273.928,22088
251,-545.992,301247.,77241.1,273.968,22160
252,-546.063,301314.,77296.5,274.079,22223
253,-546.292,301565.,77437.2,274.324,22306
254,-546.441,301720.,77561.1,274.543,22379
255,-546.494,301767.,77628.9,274.675,22454
256,-546.391,301644.,77654.2,274.734,22519
257,-546.304,301539.,77679.3,274.794,22623
258,-546.217,301434.,77628.2,274.713,22713
259,-546.162,301363.,77577.6,274.633,22821
260,-546.092,301276.,77497.1,274.492,22905
261,-545.900,301065.,77353.4,274.207,22994
262,-545.863,301012.,77260.1,274.038,23099
263,-545.749,300880.,77200.2,273.939,23186
264,-545.697,300812.,77167.8,273.894,23267
265,-545.766,300878.,77181.0,273.932,23348
266,-545.594,300686.,77137.2,273.865,23436
267,-545.558,300636.,77093.7,273.798,23536
268,-545.582,300651.,77074.1,273.776,23622
269,-545.591,300650.,77062.6,273.770,23712
270,-545.496,300538.,77088.6,273.830,23783
271,-545.417,300442.,77110.2,273.882,23864
272,-545.279,300286.,77110.9,273.897,23953
273,-545.172,300162.,77103.4,273.897,24037
274,-544.949,299921.,77076.4,273.861,24138
275,-544.785,299740.,77027.0,273.782,24248
276,-544.493,299434.,76960.1,273.667,24373
277,-544.130,299064.,76799.3,273.329,24486
278,-543.727,298660.,76642.2,273.000,24601
279,-543.470,298388.,76544.1,272.817,24709
280,-543.129,298039.,76431.3,272.600,24850
281,-542.961,297854.,76322.2,272.391,24961
282,-542.837,297713.,76226.4,272.213,25055
283,-542.643,297502.,76101.2,271.965,25163
284,-542.479,297321.,75979.8,271.725,25264
285,-542.260,297086.,75845.2,271.453,25373
286,-541.972,296787.,75722.7,271.210,25489
287,-541.686,296491.,75564.3,270.871,25621
288,-541.597,296386.,75427.3,270.590,25709
289,-541.481,296253.,75276.0,270.270,25821
290,-541.338,296094.,75113.7,269.917,25912
291,-541.100,295842.,74962.0,269.595,26000
292,-540.904,295631.,74802.0,269.247,26114
293,-540.464,295201.,74602.6,268.765,26232
294,-540.245,294968.,74397.8,268.259,26370
295,-540.027,294736.,74201.2,267.783,26502
296,-539.662,294371.,73974.3,267.162,26624
297,-539.380,294080.,73747.9,266.539,26773
298,-538.913,293630.,73508.8,265.812,26903
299,-538.582,293295.,73275.0,265.124,27028
300,-538.173,292894.,73048.0,264.480,27138
301,-537.661,292411.,72816.5,263.794,27287
302,-537.245,292005.,72594.5,263.172,27412
303,-536.937,291692.,72381.7,262.601,27559
304,-536.539,291302.,72172.6,262.046,27693
305,-536.170,290936.,71950.3,261.403,27811
306,-535.856,290618.,71727.7,260.752,27945
307,-535.713,290460.,71536.4,260.274,28063
308,-535.636,290368.,71385.2,259.942,28173
309,-535.612,290330.,71232.9,259.605,28268
310,-535.329,290041.,71073.8,259.245,28364
311,-535.048,289754.,70956.5,259.010,28491
312,-534.859,289551.,70857.3,258.821,28588
313,-534.735,289412.,70811.9,258.754,28697
314,-534.739,289406.,70801.7,258.758,28810
315,-534.654,289306.,70739.0,258.654,28901
316,-534.684,289327.,70706.7,258.614,28999
317,-534.789,289432.,70674.5,258.574,29083
318,-534.818,289452.,70612.9,258.472,29165
319,-534.884,289514.,70551.7,258.370,29259
320,-534.962,289589.,70482.4,258.250,29338
321,-534.916,289530.,70402.9,258.106,29414
322,-534.857,289457.,70308.5,257.925,29506
323,-534.700,289286.,70251.7,257.833,29606
324,-534.617,289190.,70192.6,257.735,29715
325,-534.548,289107.,70122.8,257.612,29817
326,-534.540,289088.,70072.8,257.534,29908
327,-534.410,288944.,69993.4,257.388,30009
328,-534.293,288814.,69919.6,257.256,30135
329,-534.188,288696.,69879.3,257.198,30231
330,-534.194,288691.,69830.6,257.121,30324
331,-534.248,288740.,69817.6,257.118,30412
332,-534.361,288856.,69836.8,257.175,30492
333,-534.426,288916.,69836.4,257.195,30564
334,-534.359,288836.,69826.6,257.198,30667
335,-534.352,288819.,69829.3,257.224,30755
336,-534.179,288634.,69792.9,257.173,30856
337,-534.030,288472.,69780.3,257.169,30962
338,-533.905,288335.,69755.8,257.142,31072
339,-533.900,288319.,69761.9,257.174,31146
340,-533.824,288230.,69749.5,257.171,31248
341,-533.760,288154.,69734.1,257.161,31351
342,-533.836,288228.,69746.6,257.205,31432
343,-533.819,288201.,69711.2,257.155,31530
344,-533.895,288275.,69673.2,257.099,31625
345,-533.913,288284.,69679.4,257.130,31708
346,-533.977,288344.,69695.0,257.179,31797
347,-533.994,288354.,69680.1,257.170,31887
348,-534.034,288388.,69686.2,257.201,31980
349,-534.132,288486.,69698.6,257.244,32054
350,-534.183,288533.,69723.4,257.309,32158
351,-534.245,288591.,69683.5,257.248,32232
352,-534.239,288576.,69625.5,257.148,32323
353,-534.153,288478.,69596.9,257.110,32434
354,-534.000,288314.,69568.5,257.073,32538
355,-533.837,288140.,69513.9,256.980,32656
356,-533.831,288125.,69485.8,256.944,32770
357,-533.748,288030.,69442.0,256.874,32874
358,-533.654,287923.,69395.8,256.799,32987
359,-533.504,287763.,69355.0,256.735,33107
360,-533.167,287435.,69296.8,256.633,33228
361,-533.008,287267.,69261.7,256.582,33335
362,-532.906,287153.,69221.7,256.519,33453
363,-532.904,287142.,69205.9,256.507,33550
364,-532.890,287119.,69201.5,256.516,33636
365,-532.899,287119.,69194.3,256.521,33739
366,-532.820,287029.,69147.2,256.443,33824
367,-532.610,286813.,69098.0,256.360,33947
368,-532.402,286599.,69051.5,256.283,34072
369,-532.260,286446.,68997.9,256.190,34183
370,-532.195,286370.,68954.4,256.119,34289
371,-532.226,286396.,68934.3,256.097,34382
372,-532.290,286457.,68903.9,256.054,34474
373,-532.311,286470.,68889.4,256.043,34562
374,-532.449,286616.,68867.0,256.016,34641
375,-532.555,286725.,68844.7,255.989,34723
376,-532.596,286761.,68795.1,255.904,34804
377,-532.690,286856.,68770.5,255.873,34886
378,-532.614,286769.,68746.1,255.841,34994
379,-532.739,286900.,68737.6,255.842,35076
380,-532.684,286835.,68700.8,255.784,35159
381,-532.682,286825.,68681.9,255.764,35250
382,-532.691,286826.,68671.0,255.759,35337
383,-532.731,286861.,68693.5,255.817,35431
384,-532.750,286874.,68718.8,255.880,35538
385,-532.623,286737.,68721.3,255.901,35624
386,-532.497,286601.,68718.4,255.912,35722
387,-532.548,286648.,68776.5,256.031,35807
388,-532.588,286683.,68834.3,256.149,35883
389,-532.586,286673.,68853.2,256.201,35976
390,-532.492,286569.,68877.7,256.262,36066
391,-532.389,286455.,68890.8,256.302,36178
392,-532.418,286480.,68901.0,256.337,36275
393,-532.346,286397.,68913.9,256.377,36390
394,-532.244,286284.,68921.3,256.406,36502
395,-532.223,286255.,68945.3,256.466,36586
396,-532.323,286358.,68944.5,256.480,36687
397,-532.322,286350.,68918.4,256.443,36797
398,-532.342,286363.,68923.0,256.467,36881
399,-532.331,286344.,68955.3,256.541,36961
400,-532.330,286336.,69004.9,256.645,37057
401,-532.319,286317.,69011.9,256.673,37148
402,-532.179,286168.,69003.3,256.672,37266
403,-532.199,286182.,68989.6,256.660,37370
404,-532.158,286132.,68991.4,256.678,37436
405,-532.138,286104.,68990.5,256.691,37535
406,-532.099,286055.,68992.3,256.709,37626
